Recall,Precision
1.0,0.20405848248046382
1.0,0.20408420521870665
1.0,0.20410993444276349
1.0,0.20413567015508763
1.0,0.20416141235813368
1.0,0.2041871610543574
1.0,0.20421291624621593
1.0,0.20423867793616754
1.0,0.20426444612667172
1.0,0.20429022082018927
1.0,0.20431600201918224
1.0,0.20434178972611386
1.0,0.20436758394344862
1.0,0.2043933846736523
1.0,0.20441919191919192
1.0,0.20444500568253568
1.0,0.20447082596615307
1.0,0.20449665277251483
1.0,0.204522486104093
1.0,0.2045483259633607
1.0,0.20457417235279252
1.0,0.20460002527486415
1.0,0.20462588473205257
1.0,0.20465175072683606
1.0,0.20467762326169406
1.0,0.20470350233910733
1.0,0.20472938796155793
1.0,0.20475528013152902
1.0,0.20478117885150518
1.0,0.20480708412397217
1.0,0.204832995951417
1.0,0.20485891433632797
1.0,0.20488483928119464
1.0,0.20491077078850778
1.0,0.2049367088607595
1.0,0.2049626535004431
1.0,0.20498860471005317
1.0,0.2050145624920856
1.0,0.20504052684903748
1.0,0.20506649778340721
1.0,0.20509247529769445
1.0,0.2051184593944001
1.0,0.20514445007602636
1.0,0.20517044734507667
1.0,0.20519645120405577
1.0,0.20522246165546965
1.0,0.20524847870182555
1.0,0.20527450234563205
1.0,0.20530053258939893
1.0,0.2053265694356373
1.0,0.20535261288685946
1.0,0.2053786629455791
1.0,0.2054047196143111
1.0,0.20543078289557162
1.0,0.20545685279187817
1.0,0.20548292930574946
1.0,0.2055090124397055
1.0,0.2055351021962676
1.0,0.20556119857795835
1.0,0.2055873015873016
1.0,0.20561341122682245
1.0,0.20563952749904738
1.0,0.20566565040650406
1.0,0.2056917799517215
1.0,0.20571791613722998
1.0,0.20574405896556106
1.0,0.2057702084392476
1.0,0.2057963645608237
1.0,0.20582252733282483
1.0,0.20584869675778766
1.0,0.20587487283825026
1.0,0.20590105557675187
1.0,0.20592724497583312
1.0,0.20595344103803587
1.0,0.2059796437659033
1.0,0.2060058531619799
1.0,0.2060320692288114
1.0,0.2060582919689449
1.0,0.20608452138492872
1.0,0.20611075747931254
1.0,0.20613700025464732
1.0,0.2061632497134853
1.0,0.20618950585838003
1.0,0.20621576869188638
1.0,0.2062420382165605
1.0,0.20626831443495985
1.0,0.20629459734964323
1.0,0.20632088696317064
1.0,0.2063471832781035
1.0,0.20637348629700447
1.0,0.20639979602243752
1.0,0.206426112456968
1.0,0.20645243560316245
1.0,0.20647876546358881
1.0,0.20650510204081632
1.0,0.2065314453374155
1.0,0.20655779535595814
1.0,0.20658415209901748
1.0,0.20661051556916793
1.0,0.2066368857689853
1.0,0.2066632627010467
1.0,0.20668964636793055
1.0,0.20671603677221656
1.0,0.20674243391648575
1.0,0.20676883780332056
1.0,0.20679524843530464
1.0,0.20682166581502298
1.0,0.20684808994506196
1.0,0.2068745208280092
1.0,0.20690095846645368
1.0,0.2069274028629857
1.0,0.20695385402019686
1.0,0.20698031194068015
1.0,0.2070067766270298
1.0,0.20703324808184143
1.0,0.207059726307712
1.0,0.2070862113072397
1.0,0.20711270308302418
1.0,0.20713920163766633
1.0,0.2071657069737684
1.0,0.20719221909393395
1.0,0.20721873800076795
1.0,0.2072452636968766
1.0,0.2072717961848675
1.0,0.20729833546734955
1.0,0.20732488154693302
1.0,0.2073514344262295
1.0,0.20737799410785193
1.0,0.20740456059441456
1.0,0.207431133888533
1.0,0.2074577139928242
1.0,0.20748430090990644
1.0,0.20751089464239938
1.0,0.20753749519292397
1.0,0.20756410256410257
1.0,0.20759071675855878
1.0,0.20761733777891767
1.0,0.20764396562780557
1.0,0.20767060030785017
1.0,0.20769724182168056
1.0,0.20772389017192713
1.0,0.20775054536122162
1.0,0.20777720739219713
1.0,0.2078038762674881
1.0,0.2078305519897304
1.0,0.2078572345615612
1.0,0.2078839239856189
1.0,0.20791062026454346
1.0,0.20793732340097612
1.0,0.20796403339755942
1.0,0.2079907502569373
1.0,0.2080174739817551
1.0,0.20804420457465947
1.0,0.20807094203829843
1.0,0.20809768637532133
1.0,0.20812443758837898
1.0,0.2081511956801234
1.0,0.20817796065320818
1.0,0.20820473251028807
1.0,0.20823151125401929
1.0,0.20825829688705944
1.0,0.20828508941206741
1.0,0.20831188883170354
1.0,0.20833869514862952
1.0,0.20836550836550838
1.0,0.2083923284850045
1.0,0.20841915550978374
1.0,0.2084459894425132
1.0,0.20847283028586144
1.0,0.2084996780424984
1.0,0.2085265327150953
1.0,0.20855339430632489
1.0,0.2085802628188611
1.0,0.20860713825537947
1.0,0.2086340206185567
1.0,0.208660909911071
1.0,0.20868780613560195
1.0,0.20871470929483046
1.0,0.2087416193914389
1.0,0.20876853642811088
1.0,0.2087954604075316
1.0,0.20882239133238747
1.0,0.20884932920536636
1.0,0.20887627402915754
1.0,0.20890322580645163
1.0,0.20893018453994064
1.0,0.208957150232318
1.0,0.20898412288627857
1.0,0.20901110250451846
1.0,0.2090380890897353
1.0,0.2090650826446281
1.0,0.2090920831718972
1.0,0.2091190906742444
1.0,0.20914610515437282
1.0,0.20917312661498708
1.0,0.20920015505879314
1.0,0.20922719048849833
1.0,0.20925423290681142
1.0,0.2092812823164426
1.0,0.20930833872010343
1.0,0.20933540212050686
1.0,0.20936247252036727
1.0,0.20938954992240041
1.0,0.2094166343293235
1.0,0.2094437257438551
1.0,0.20947082416871524
1.0,0.20949792960662525
1.0,0.209525042060308
1.0,0.2095521615324877
1.0,0.20957928802588996
1.0,0.20960642154324186
1.0,0.2096335620872718
1.0,0.20966070966070965
1.0,0.20968786426628674
1.0,0.20971502590673574
1.0,0.20974219458479076
1.0,0.20976937030318735
1.0,0.20979655306466244
1.0,0.20982374287195438
1.0,0.20985093972780297
1.0,0.20987814363494944
1.0,0.2099053545961364
1.0,0.2099325726141079
1.0,0.20995979769160938
1.0,0.2099870298313878
1.0,0.21001426903619147
1.0,0.2100415153087701
1.0,0.21006876865187493
1.0,0.2100960290682585
1.0,0.21012329656067488
1.0,0.21015057113187954
1.0,0.21017785278462936
1.0,0.21020514152168268
1.0,0.21023243734579924
1.0,0.21025974025974026
1.0,0.21028705026626834
1.0,0.21031436736814757
1.0,0.21034169156814345
1.0,0.21036902286902287
1.0,0.21039636127355427
1.0,0.21042370678450742
1.0,0.21045105940465358
1.0,0.21047841913676546
1.0,0.21050578598361722
1.0,0.21053315994798438
1.0,0.21056054103264404
1.0,0.21058792924037462
1.0,0.21061532457395604
1.0,0.21064272703616965
1.0,0.2106701366297983
1.0,0.21069755335762624
1.0,0.21072497722243916
1.0,0.2107524082270242
1.0,0.21077984637417002
1.0,0.21080729166666667
1.0,0.21083474410730563
1.0,0.21086220369887992
1.0,0.2108896704441839
1.0,0.21091714434601355
1.0,0.21094462540716613
1.0,0.21097211363044044
1.0,0.2109996090186368
1.0,0.21102711157455684
1.0,0.21105462130100378
1.0,0.21108213820078228
1.0,0.2111096622766984
1.0,0.21113719353155974
1.0,0.21116473196817528
1.0,0.2111922775893556
1.0,0.2112198303979126
1.0,0.2112473903966597
1.0,0.21127495758841186
1.0,0.2113025319759854
1.0,0.21133011356219814
1.0,0.21135770234986945
1.0,0.21138529834182007
1.0,0.21141290154087228
1.0,0.2114405119498498
1.0,0.21146812957157785
1.0,0.21149575440888307
1.0,0.21152338646459368
1.0,0.21155102574153928
1.0,0.21157867224255097
1.0,0.2116063259704614
1.0,0.21163398692810456
1.0,0.2116616551183161
1.0,0.21168933054393305
1.0,0.2117170132077939
1.0,0.21174470311273869
1.0,0.2117724002616089
1.0,0.21180010465724752
1.0,0.21182781630249903
1.0,0.21185553520020936
1.0,0.21188326135322602
1.0,0.2119109947643979
1.0,0.21193873543657546
1.0,0.21196648337261062
1.0,0.21199423857535682
1.0,0.21202200104766894
1.0,0.21204977079240342
1.0,0.21207754781241814
1.0,0.2121053321105725
1.0,0.21213312368972748
1.0,0.21216092255274538
1.0,0.21218872870249017
1.0,0.21221654214182722
1.0,0.2122443628736235
1.0,0.21227219090074734
1.0,0.21230002622606872
1.0,0.21232786885245902
1.0,0.2123557187827912
1.0,0.21238357601993965
1.0,0.21241144056678038
1.0,0.2124393124261908
1.0,0.21246719160104988
1.0,0.2124950780942381
1.0,0.21252297190863745
1.0,0.2125508730471314
1.0,0.21257878151260504
1.0,0.21260669730794485
1.0,0.21263462043603887
1.0,0.2126625508997767
1.0,0.2126904887020494
1.0,0.21271843384574957
1.0,0.21274638633377135
1.0,0.2127743461690104
1.0,0.21280231335436384
1.0,0.21283028789273037
1.0,0.21285826978701025
1.0,0.2128862590401052
1.0,0.21291425565491848
1.0,0.21294225963435487
1.0,0.2129702709813207
1.0,0.21299828969872386
1.0,0.21302631578947367
1.0,0.21305434925648112
1.0,0.2130823901026586
1.0,0.2131104383309201
1.0,0.21313849394418113
1.0,0.2131665569453588
1.0,0.2131946273373716
1.0,0.21322270512313973
1.0,0.21325079030558483
1.0,0.21327888288763008
1.0,0.21330698287220026
1.0,0.21333509026222164
1.0,0.21336320506062204
1.0,0.21339132727033083
1.0,0.21341945689427894
1.0,0.2134475939353988
1.0,0.21347573839662448
1.0,0.21350389028089148
1.0,0.2135320495911369
1.0,0.21356021633029942
1.0,0.21358839050131925
1.0,0.21361657210713814
1.0,0.21364476115069939
1.0,0.21367295763494787
1.0,0.21370116156282998
1.0,0.21372937293729372
1.0,0.2137575917612886
1.0,0.21378581803776575
1.0,0.21381405176967777
1.0,0.21384229295997886
1.0,0.21387054161162483
1.0,0.213898797727573
1.0,0.21392706131078223
1.0,0.21395533236421302
1.0,0.21398361089082737
1.0,0.2140118968935889
1.0,0.2140401903754627
1.0,0.21406849133941558
1.0,0.21409679978841575
1.0,0.21412511572543313
1.0,0.21415343915343915
1.0,0.2141817700754068
1.0,0.21421010849431066
1.0,0.2142384544131269
1.0,0.21426680783483323
1.0,0.214295168762409
1.0,0.21432353719883507
1.0,0.21435191314709387
1.0,0.2143802966101695
1.0,0.21440868759104753
1.0,0.21443708609271522
1.0,0.21446549211816135
1.0,0.21449390567037627
1.0,0.21452232675235192
1.0,0.2145507553670819
1.0,0.2145791915175613
1.0,0.21460763520678686
1.0,0.21463608643775686
1.0,0.21466454521347123
1.0,0.21469301153693143
1.0,0.21472148541114058
1.0,0.21474996683910333
1.0,0.21477845582382596
1.0,0.21480695236831632
1.0,0.21483545647558386
1.0,0.21486396814863967
1.0,0.2148924873904964
1.0,0.21492101420416831
1.0,0.21494954859267126
1.0,0.2149780905590227
1.0,0.2150066401062417
1.0,0.21503519723734893
1.0,0.21506376195536664
1.0,0.21509233426331872
1.0,0.21512091416423065
1.0,0.21514950166112956
1.0,0.21517809675704413
1.0,0.21520669945500465
1.0,0.2152353097580431
1.0,0.21526392766919292
1.0,0.21529255319148935
1.0,0.21532118632796915
1.0,0.21534982708167066
1.0,0.2153784754556339
1.0,0.21540713145290047
1.0,0.21543579507651364
1.0,0.21546446632951824
1.0,0.21549314521496074
1.0,0.21552183173588924
1.0,0.21555052589535348
1.0,0.2155792276964048
1.0,0.21560793714209614
1.0,0.21563665423548214
1.0,0.21566537897961902
1.0,0.2156941113775646
1.0,0.2157228514323784
1.0,0.21575159914712153
1.0,0.21578035452485672
1.0,0.21580911756864837
1.0,0.21583788828156245
1.0,0.21586666666666668
1.0,0.21589545272703026
1.0,0.2159242464657242
0.9993823347745522,0.21581966119781246
0.9993823347745522,0.21584845250800427
0.9993823347745522,0.21587725150100068
0.9993823347745522,0.21590605817987724
0.9993823347745522,0.2159348725477112
0.9993823347745522,0.2159636946075814
0.9993823347745522,0.2159925243625684
0.9993823347745522,0.21602136181575435
0.9993823347745522,0.21605020697022298
0.9993823347745522,0.21607905982905984
0.9987646695491044,0.21597435554961933
0.9987646695491044,0.2160032059845044
0.9987646695491044,0.2160320641282565
0.9987646695491044,0.21606092998396578
0.9987646695491044,0.21608980355472404
0.9987646695491044,0.2161186848436247
0.9987646695491044,0.21614757385376288
0.9987646695491044,0.2161764705882353
0.9987646695491044,0.2162053750501404
0.9987646695491044,0.21623428724257823
0.9987646695491044,0.21626320716865052
0.9987646695491044,0.21629213483146068
0.9987646695491044,0.2163210702341137
0.9987646695491044,0.21635001337971635
0.9987646695491044,0.21637896427137696
0.9987646695491044,0.21640792291220556
0.9987646695491044,0.21643688930531388
0.9987646695491044,0.21646586345381527
0.9987646695491044,0.21649484536082475
0.9987646695491044,0.21652383502945902
0.9987646695491044,0.2165528324628365
0.9987646695491044,0.21658183766407715
0.9987646695491044,0.21661085063630275
0.9987646695491044,0.21663987138263666
0.9987646695491044,0.21666889990620394
0.9987646695491044,0.21669793621013134
0.9987646695491044,0.21672698029754725
0.9987646695491044,0.21675603217158176
0.9987646695491044,0.21678509183536668
0.9987646695491044,0.2168141592920354
0.9987646695491044,0.21684323454472307
0.9987646695491044,0.21687231759656653
0.9987646695491044,0.21690140845070421
0.9987646695491044,0.21693050711027637
0.9987646695491044,0.2169596135784248
0.9987646695491044,0.21698872785829307
0.9987646695491044,0.21701784995302645
0.9987646695491044,0.21704697986577182
0.9987646695491044,0.21707611759967782
0.9987646695491044,0.21710526315789475
0.9987646695491044,0.2171344165435746
0.9987646695491044,0.21716357775987108
0.9987646695491044,0.21719274680993955
0.9987646695491044,0.21722192369693713
0.9987646695491044,0.21725110842402257
0.9987646695491044,0.21728030099435636
0.9987646695491044,0.21730950141110067
0.9987646695491044,0.21733870967741936
0.9987646695491044,0.217367925796478
0.9987646695491044,0.21739714977144395
0.9987646695491044,0.21742638160548608
0.9987646695491044,0.21745562130177515
0.9987646695491044,0.21748486886348353
0.9987646695491044,0.2175141242937853
0.9987646695491044,0.2175433875958563
0.9987646695491044,0.21757265877287404
0.9987646695491044,0.21760193782801776
0.9987646695491044,0.21763122476446836
0.9987646695491044,0.21766051958540852
0.9987646695491044,0.21768982229402262
0.9987646695491044,0.2177191328934967
0.9987646695491044,0.2177484513870186
0.9987646695491044,0.21777777777777776
0.9987646695491044,0.21780711206896552
0.9987646695491044,0.21783645426377476
0.9987646695491044,0.21786580436540015
0.9987646695491044,0.21789516237703813
0.9987646695491044,0.2179245283018868
0.9987646695491044,0.21795390214314597
0.9987646695491044,0.21798328390401725
0.9987646695491044,0.21801267358770393
0.9987646695491044,0.218042071197411
0.9987646695491044,0.21807147673634525
0.9987646695491044,0.21810089020771514
0.9987646695491044,0.21813031161473087
0.9987646695491044,0.21815974096060442
0.9987646695491044,0.21818917824854944
0.9987646695491044,0.21821862348178137
0.9987646695491044,0.21824807666351734
0.9987646695491044,0.21827753779697623
0.9987646695491044,0.21830700688537868
0.9987646695491044,0.21833648393194707
0.9987646695491044,0.21836596893990548
0.9987646695491044,0.21839546191247974
0.9987646695491044,0.21842496285289748
0.9987646695491044,0.218454471764388
0.9987646695491044,0.2184839886501824
0.9987646695491044,0.2185135135135135
0.9987646695491044,0.2185430463576159
0.9987646695491044,0.21857258718572586
0.9987646695491044,0.21860213600108153
0.9987646695491044,0.21863169280692266
0.9987646695491044,0.21866125760649088
0.9987646695491044,0.21869083040302947
0.9987646695491044,0.21872041119978358
0.9987646695491044,0.21875
0.9987646695491044,0.21877959680692735
0.9987646695491044,0.21880920162381598
0.9987646695491044,0.21883881445391798
0.9987646695491044,0.21886843530048727
0.9987646695491044,0.21889806416677948
0.9987646695491044,0.218927701056052
0.9987646695491044,0.218957345971564
0.9987646695491044,0.2189869989165764
0.9987646695491044,0.2190166598943519
0.9987646695491044,0.21904632890815498
0.9987646695491044,0.21907600596125187
0.9987646695491044,0.21910569105691058
0.9987646695491044,0.21913538419840087
0.9987646695491044,0.21916508538899432
0.9987646695491044,0.2191947946319642
0.9987646695491044,0.21922451193058567
0.9987646695491044,0.2192542372881356
0.9987646695491044,0.2192839707078926
0.9987646695491044,0.2193137121931371
0.9987646695491044,0.21934346174715139
0.9987646695491044,0.21937321937321938
0.9987646695491044,0.21940298507462686
0.9987646695491044,0.21943275885466143
0.9987646695491044,0.21946254071661236
0.9987646695491044,0.21949233066377086
0.9987646695491044,0.2195221286994298
0.9987646695491044,0.2195519348268839
0.9987646695491044,0.21958174904942965
0.9987646695491044,0.21961157137036533
0.9987646695491044,0.21964140179299105
0.9987646695491044,0.2196712403206086
0.9987646695491044,0.21970108695652174
0.9987646695491044,0.21973094170403587
0.9987646695491044,0.21976080456645827
0.9987646695491044,0.219790675547098
0.9987646695491044,0.2198205546492659
